242,11/25/2015,329,0.07, ,0, ,273, ,7.2, ,57, ,31.2, ,42.5, ,99, ,43, ,78, ,36, ,4.3, ,104.3, ,55.1, 
242,11/26/2015,330,0.08, ,0, ,271, ,5.6, ,57.3, ,28, ,41.7, ,99, ,36, ,62, ,29.8, ,6.5, ,154.8, ,54.2, 
242,11/27/2015,331,0.11, ,0, ,273, ,4.6, ,59.2, ,31.8, ,43.9, ,69, ,26, ,48, ,25.3, ,8.7, ,207.8, ,53.2, 
242,11/28/2015,332,0.08, ,0, ,274, ,4.5, ,59.1, ,27.7, ,40.8, ,80, ,25, ,52, ,24.5, ,4.7, ,112.4, ,52.4, 
242,11/29/2015,333,0.07, ,0, ,271, ,4.9, ,61.7, ,22.4,Y,39.4, ,92, ,28, ,60, ,26.8, ,3.3, ,79.7, ,51.6, 
242,11/30/2015,334,0.04, ,0, ,144, ,6, ,53.7, ,23.9, ,39.9, ,99, ,50, ,71, ,31.4, ,4.2, ,101.4, ,50.8, 
242,12/1/2015,335,0.06, ,0, ,255, ,6.5, ,63.2, ,29, ,43.4, ,93, ,39, ,68, ,33.7, ,2.6, ,63.4, ,50.5, 
242,12/2/2015,336,0.04, ,0, ,150, ,8.2, ,62.2, ,36.3, ,47.7, ,92, ,44, ,72, ,39.3, ,3.2, ,76, ,50.6, 
242,12/3/2015,337,0.02, ,0.34, ,74, ,9.6, ,58, ,34.4, ,46.7, ,97, ,60, ,89, ,43.5, ,5.9, ,141.9, ,51.1, 
242,12/4/2015,338,0.06, ,0, ,246, ,9.6, ,63.2, ,35, ,47.1, ,100, ,57, ,87, ,43.5, ,2.6, ,62.7, ,51.4, 
242,12/5/2015,339,0.03, ,0, ,148, ,9.1, ,54.8, ,32.9, ,43.1, ,99, ,80, ,96, ,42.1, ,2.4, ,57.1, ,51.5, 
242,12/6/2015,340,0.03, ,0, ,126, ,11.6, ,67.7, ,43.6, ,53.5, ,98, ,57, ,83, ,48.4, ,4, ,95.3, ,51.6, 
242,12/7/2015,341,0.02, ,0, ,123, ,13, ,64.1, ,45.6, ,53, ,99, ,75, ,95, ,51.6, ,3, ,72.5, ,52.6, 
242,12/8/2015,342,0, ,0.01, ,54, ,12.4, ,53.8, ,42.2, ,50.3, ,99, ,99, ,100, ,50.3, ,2.8, ,67.6, ,53.3, 
242,12/9/2015,343,0.02, ,0, ,115, ,13.9, ,64, ,51.5, ,55.1, ,99, ,76, ,94, ,53.3, ,5.7, ,137.9, ,53.9, 
242,12/10/2015,344,0.05, ,0.19, ,161, ,12.1, ,63.7, ,49.4, ,54.8, ,98, ,58, ,83, ,49.5, ,9.3, ,222.8, ,54.6, 
242,12/11/2015,345,0.06, ,0.09, ,221, ,10, ,61, ,39.4, ,49.2, ,99, ,61, ,84, ,44.5, ,4.9, ,117.8, ,54.9, 
242,12/12/2015,346,0.04, ,0, ,203, ,9.2, ,59.9, ,33.5, ,47.7, ,100, ,58, ,82, ,42.5, ,3.4, ,81.9, ,54.5, 
242,12/13/2015,347,0.05, ,0.28, ,123, ,9.5, ,56.6, ,39.1, ,49.3, ,96, ,63, ,79, ,43.2, ,12.5,Y,298.9,Y,54.2, 
242,12/14/2015,348,0.09, ,0, ,250, ,6.4, ,56.6, ,33.7, ,43.4, ,90, ,39, ,67, ,33.3, ,8.2, ,196, ,53.6, 
242,12/15/2015,349,0.09, ,0, ,252, ,6.2, ,57.8, ,34, ,43.7, ,84, ,34, ,64, ,32.2, ,7.9, ,189.1, ,52.5, 
242,12/16/2015,350,0.05, ,0, ,244, ,6.4, ,56.5, ,27.5, ,38.9, ,98, ,48, ,79, ,33, ,2.7, ,65.1, ,51.6, 
242,12/17/2015,351,0.05, ,0, ,201, ,7.4, ,56.5, ,29.6, ,42.2, ,99, ,51, ,81, ,36.7, ,3.4, ,81.3, ,50.8, 
242,12/18/2015,352,0.06, ,0.12, ,201, ,8.1, ,58.4, ,29.6, ,46, ,98, ,52, ,76, ,39, ,5.9, ,140.7, ,50.4, 
242,12/19/2015,353,0.03, ,0.11, ,154, ,10.3, ,57.6, ,37.1, ,47.5, ,99, ,68, ,92, ,45.4, ,5.3, ,128.4, ,50.6, 
242,12/20/2015,354,0.03, ,0.13, ,101, ,8.9, ,51.9, ,32.6, ,44.1, ,100, ,73, ,91, ,41.5, ,7.4, ,178.5, ,51, 
242,12/21/2015,355,0.01, ,0.29, ,31, ,11, ,50.2, ,46.7, ,48.7, ,99, ,84, ,94, ,47, ,13.9,Y,333.1,Y,51, 
242,12/22/2015,356,0.06, ,0.03, ,169, ,13.4,Y,62.9, ,49.7, ,55.7,Y,99, ,75, ,88,Y,52.3,Y,13.3,Y,318.6,Y,51.5, 
242,12/23/2015,357,0.07, ,0, ,237, ,8.1, ,60.5, ,41.1, ,48.8, ,86, ,45, ,69, ,39.2, ,6.1, ,146.8, ,52.3, 
242,12/24/2015,358,0.04, ,0.15, ,161, ,8.5, ,55, ,34.5, ,45, ,96, ,62, ,83, ,40.2, ,8, ,192.6, ,52.2, 
242,12/25/2015,359,0.05, ,0, ,239, ,6.9, ,56.2, ,28.9, ,40.3, ,99, ,53, ,81, ,35.1, ,4.6, ,110.5, ,51.6, 
242,12/26/2015,360,0.07, ,0, ,252, ,5.8, ,55.3, ,30.6, ,40.7, ,92, ,36, ,67, ,30.9, ,7.2, ,173.7, ,50.8, 
242,12/27/2015,361,0.02, ,0, ,137, ,6.8, ,46.4, ,25.2, ,36.8, ,100, ,75, ,92, ,34.6, ,3.1, ,73.5, ,50, 
242,12/28/2015,362,0.05, ,0.06, ,222, ,7.3, ,52.9, ,32.7, ,41.4, ,96, ,60, ,83, ,36.6, ,5.4, ,130.7, ,49.4, 
242,12/29/2015,363,0.05, ,0, ,248, ,6.7, ,52.3, ,26.7, ,38.4, ,98, ,62, ,85, ,34.3, ,2.8, ,66.7, ,49.2, 
242,12/30/2015,364,0.03, ,0, ,162, ,6.9, ,52.5, ,26.4, ,38.6, ,99, ,66, ,87, ,35.1, ,4.2, ,99.6, ,48.6, 
242,12/31/2015,365,0.04, ,0, ,194, ,6.2, ,54.3, ,24.6, ,36.3, ,99, ,46, ,85, ,32.3, ,3.5, ,85.1, ,48.3, 
